Date,Open,High,Low,Close,Adj Close,Volume
2017-03-08,451.700012,453.299988,446.200012,449.100006,319.851898,445293
2017-03-09,449.100006,451.600006,446.600006,447.500000,318.712372,323810
2017-03-10,449.899994,449.899994,440.000000,440.000000,313.370789,313129
2017-03-13,441.100006,444.100006,435.600006,438.200012,312.088867,247651
2017-03-14,438.899994,439.799988,432.200012,434.000000,309.097565,548908
2017-03-15,434.100006,434.799988,430.100006,430.500000,306.604828,392452
2017-03-16,432.000000,439.500000,432.000000,438.000000,311.946411,462258
2017-03-17,439.899994,439.899994,436.399994,438.000000,311.946411,629301
2017-03-20,435.600006,437.000000,432.200012,433.700012,308.883911,258828
2017-03-21,436.700012,440.000000,435.100006,438.100006,312.017609,446315
2017-03-22,437.799988,439.799988,435.100006,439.799988,313.228363,347431
2017-03-23,438.000000,443.000000,437.200012,443.000000,315.507477,214099
2017-03-24,441.600006,443.799988,438.700012,438.700012,312.444946,245967
2017-03-27,440.000000,440.000000,435.399994,437.299988,311.447845,149822
2017-03-28,438.500000,442.799988,437.299988,442.799988,315.364990,135778
2017-03-29,442.899994,444.500000,438.200012,441.500000,314.439117,239616
2017-03-30,441.100006,443.899994,438.100006,439.000000,312.658630,234814
2017-03-31,438.299988,440.000000,436.000000,436.000000,310.521973,301951
2017-04-03,437.899994,437.899994,432.500000,434.000000,309.097565,256193
2017-04-04,435.000000,437.299988,433.299988,433.299988,308.599030,301020
2017-04-05,436.000000,436.000000,430.000000,430.000000,306.248749,618712
2017-04-06,430.500000,432.600006,428.000000,428.000000,304.824341,457933
2017-04-07,429.799988,432.799988,428.399994,430.399994,306.533661,467561
2017-04-10,432.399994,436.899994,431.399994,434.799988,309.667358,444123
2017-04-11,434.799988,439.100006,434.700012,439.100006,312.729858,268213
2017-04-12,440.000000,443.000000,437.799988,440.200012,313.513245,334288
2017-04-13,443.299988,443.799988,440.200012,442.000000,314.795227,262046
2017-04-18,442.100006,442.899994,438.000000,439.299988,312.872253,823719
2017-04-19,439.500000,439.500000,433.200012,434.200012,309.240021,398179
2017-04-20,436.200012,436.200012,432.200012,434.100006,309.168823,271195
2017-04-21,435.000000,437.399994,433.600006,434.600006,309.524902,128084
2017-04-24,438.899994,438.899994,435.100006,435.399994,310.094696,163723
2017-04-25,435.799988,436.899994,431.500000,432.600006,308.100494,391185
2017-04-26,433.000000,433.500000,429.000000,431.299988,307.174591,853143
2017-04-27,432.000000,433.000000,430.000000,431.600006,307.388306,240601
2017-04-28,432.899994,434.899994,430.200012,430.200012,306.391235,483891
2017-05-02,433.799988,433.799988,426.299988,427.700012,304.610687,567625
2017-05-03,429.600006,431.100006,428.299988,428.700012,305.322876,221458
2017-05-04,430.100006,431.100006,428.200012,429.100006,305.607758,361526
2017-05-05,429.000000,430.799988,427.000000,429.500000,305.892670,491498
2017-05-09,430.500000,435.000000,429.700012,430.600006,306.676056,615269
2017-05-10,431.000000,433.899994,429.500000,429.600006,305.963898,261825
2017-05-11,439.899994,441.700012,432.200012,432.799988,308.242950,606018
2017-05-12,434.899994,439.500000,434.600006,439.299988,312.872253,403907
2017-05-15,439.899994,442.000000,439.600006,441.500000,314.439117,286627
2017-05-16,442.700012,451.700012,440.500000,451.600006,321.632416,695092
2017-05-17,451.899994,455.500000,441.000000,441.000000,314.083038,689072
2017-05-18,440.899994,447.299988,439.000000,441.899994,314.723999,335838
2017-05-19,441.899994,450.000000,441.899994,447.399994,318.641174,254854
2017-05-22,449.000000,451.299988,444.700012,451.299988,321.418762,356691
2017-05-23,450.000000,452.100006,448.100006,450.000000,320.492920,300183
2017-05-24,449.899994,451.399994,447.500000,447.600006,318.783569,165458
2017-05-25,450.799988,450.799988,447.399994,450.000000,320.492920,123424
2017-05-26,447.500000,449.799988,447.399994,448.100006,319.139709,181817
2017-05-29,449.600006,451.600006,448.799988,451.600006,321.632416,132259
2017-05-30,450.100006,451.000000,448.000000,448.000000,319.068481,353844
2017-05-31,449.899994,449.899994,444.000000,446.000000,317.644073,666846
2017-06-01,446.000000,451.600006,445.000000,451.600006,321.632416,342196
2017-06-02,446.000000,451.600006,445.000000,451.600006,321.632416,342196
2017-06-05,449.799988,451.200012,448.100006,451.000000,321.205078,88115
2017-06-06,451.000000,451.000000,447.100006,448.000000,319.068481,192821
2017-06-07,450.000000,451.000000,448.700012,449.399994,320.065582,312984
2017-06-08,450.399994,452.899994,449.100006,450.500000,320.848999,259477
2017-06-09,450.000000,454.500000,449.500000,452.799988,322.487061,260027
2017-06-12,453.000000,454.700012,450.899994,453.000000,322.629517,233667
2017-06-13,453.500000,453.500000,449.299988,450.000000,320.492920,260972
2017-06-14,450.899994,452.000000,450.600006,451.600006,321.632416,419086
2017-06-15,451.600006,453.000000,450.000000,450.000000,320.492920,268969
2017-06-16,450.500000,451.899994,445.700012,448.100006,319.139709,1090376
2017-06-19,450.000000,451.700012,448.500000,450.299988,320.706512,206553
2017-06-20,449.200012,450.600006,445.000000,445.000000,316.931854,360627
2017-06-21,447.000000,448.899994,444.500000,445.100006,317.003082,474979
2017-06-22,445.600006,447.700012,437.700012,438.000000,311.946411,692476
2017-06-23,445.600006,447.700012,437.700012,438.000000,311.946411,692476
2017-06-26,406.899994,409.399994,398.100006,399.000000,307.324982,867008
2017-06-27,399.000000,406.899994,398.000000,404.000000,311.176178,411927
2017-06-28,406.700012,406.700012,401.500000,402.100006,309.712708,543718
2017-06-29,403.899994,404.299988,400.000000,403.000000,310.405945,381976
2017-06-30,403.899994,404.299988,400.000000,403.000000,310.405945,381976
2017-07-03,401.500000,401.500000,396.700012,397.500000,306.169647,299632
2017-07-04,399.799988,399.799988,393.100006,393.799988,303.319733,313969
2017-07-07,393.000000,397.200012,392.799988,397.200012,305.938568,515288
2017-07-10,397.600006,399.500000,395.200012,395.799988,304.860229,234265
2017-07-11,397.899994,397.899994,394.100006,395.399994,304.552124,241588
2017-07-12,396.799988,397.799988,395.500000,397.399994,306.092590,284723
2017-07-13,396.600006,399.600006,396.600006,399.399994,307.633057,432573
2017-07-14,396.600006,399.600006,396.600006,399.399994,307.633057,432573
2017-07-17,400.399994,400.799988,399.200012,400.000000,308.095215,294921
2017-07-18,400.700012,404.000000,399.200012,401.200012,309.019501,335981
2017-07-19,403.000000,403.000000,397.500000,397.500000,306.169647,415319
2017-07-20,401.100006,401.100006,398.200012,400.000000,308.095215,305081
2017-07-21,401.100006,401.100006,398.200012,400.000000,308.095215,305081
2017-07-24,401.100006,401.799988,397.399994,398.600006,307.016876,248217
2017-07-25,399.500000,399.500000,397.299988,399.000000,307.324982,299683
2017-07-26,399.100006,400.000000,398.000000,398.600006,307.016876,372963
2017-07-27,398.700012,399.899994,398.399994,399.899994,308.018188,302105
2017-07-28,399.899994,400.600006,399.500000,399.899994,308.018188,300194
2017-07-31,400.200012,400.600006,397.100006,399.899994,308.018188,879830
2017-08-01,399.500000,400.299988,397.500000,398.100006,306.631775,205093
